,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
89,Defender,84,84,36500000.0,74000.0,30,173,69,Atlético de Madrid,Spain Primera Division,2023.0,England,Right,4,3,2,Medium/Medium,73.0,63.0,82.0,77.0,80.0,72.0,86,54,79,81,58,74,86,82,80,82,74,73,73,81,77,75,78,87,64,70,73,80,76,80,66,77,79,81,80
90,Forward,84,84,27000000.0,46000.0,33,176,67,RC Celta de Vigo,Spain Primera Division,2023.0,Spain,Left,4,3,2,High/High,82.0,85.0,79.0,86.0,35.0,63.0,80,89,77,80,83,87,79,83,73,86,78,86,90,84,72,79,66,69,60,81,63,39,84,81,82,85,39,21,18
91,Defender,84,84,35500000.0,195000.0,29,180,78,Real Madrid CF,Spain Primera Division,2026.0,Austria,Left,4,3,4,Medium/Medium,77.0,70.0,81.0,80.0,83.0,76.0,80,60,74,85,67,77,77,85,80,84,78,77,76,88,77,82,81,75,76,78,74,85,73,78,79,85,86,83,82
92,Midfielder,84,84,42500000.0,95000.0,28,183,74,Lazio,Italian Serie A,2025.0,Spain,Right,3,4,2,Medium/Medium,60.0,76.0,86.0,84.0,57.0,59.0,69,77,49,92,76,85,86,79,90,91,61,59,69,74,83,78,53,75,64,76,29,59,76,92,56,78,58,58,52
93,Forward,84,84,33500000.0,32000.0,32,181,76,Ajax,Holland Eredivisie,2024.0,Serbia,Left,3,4,3,Medium/Medium,69.0,81.0,85.0,85.0,43.0,76.0,86,83,66,87,80,85,85,79,80,87,67,70,76,83,84,79,59,88,80,77,56,41,85,88,86,86,51,34,26
94,Forward,84,84,41500000.0,88000.0,30,170,68,AS Monaco,French Ligue 1,2024.0,France,Right,5,4,2,High/Low,82.0,84.0,77.0,87.0,39.0,70.0,74,88,74,82,84,87,82,76,66,87,83,81,91,86,91,84,78,75,69,74,62,44,90,80,85,85,34,33,26
95,Defender,84,84,40500000.0,110000.0,27,178,74,Everton,English Premier League,2023.0,France,Left,2,3,2,High/Medium,79.0,69.0,80.0,80.0,80.0,76.0,88,60,71,81,68,78,83,83,73,84,81,77,74,83,78,83,94,86,69,76,76,82,73,75,60,81,78,83,84
96,Forward,84,84,27000000.0,84000.0,33,190,79,Atalanta,Italian Serie A,2022.0,Slovenia,Left,4,5,3,Medium/Medium,75.0,86.0,84.0,86.0,40.0,67.0,82,85,58,86,83,88,85,83,77,88,76,74,83,80,73,88,34,65,74,89,58,46,85,87,78,80,41,32,26
97,Defender,84,86,42500000.0,155000.0,28,194,100,Manchester United,English Premier League,2024.0,England,Right,3,2,3,High/High,50.0,55.0,69.0,70.0,85.0,87.0,51,48,87,78,47,71,48,46,84,76,47,53,50,84,41,75,85,82,90,52,84,86,61,70,44,85,87,83,78
98,Defender,84,84,34500000.0,74000.0,30,187,80,Atlético de Madrid,Spain Primera Division,2024.0,Montenegro,Right,3,2,2,Medium/High,64.0,35.0,57.0,58.0,87.0,76.0,35,34,84,73,27,47,34,28,72,67,60,67,59,83,45,43,86,53,83,31,86,87,29,55,37,80,90,86,83
99,Midfielder,84,85,48000000.0,110000.0,27,178,76,FC Bayern München,German 1. Bundesliga,2025.0,Austria,Right,4,3,3,High/High,78.0,84.0,81.0,80.0,67.0,78.0,74,81,60,84,82,79,76,78,81,82,75,81,75,86,80,88,71,85,76,88,77,66,83,83,72,80,71,70,59
100,Defender,84,86,48500000.0,140000.0,25,181,75,Manchester United,English Premier League,2023.0,England,Left,2,3,2,High/Medium,79.0,54.0,79.0,80.0,81.0,80.0,85,44,78,82,56,80,83,54,69,82,76,81,75,82,77,70,83,80,79,54,84,79,78,81,44,83,83,83,79
101,Forward,84,85,50500000.0,180000.0,25,180,81,Manchester City,English Premier League,2027.0,England,Right,3,4,3,High/Medium,80.0,76.0,83.0,88.0,46.0,64.0,81,77,36,85,72,89,78,74,82,88,81,79,85,79,84,76,36,80,61,80,60,44,81,85,58,88,48,49,43
102,Defender,84,85,42500000.0,45000.0,27,191,86,Borussia Mönchengladbach,German 1. Bundesliga,2022.0,Germany,Right,3,2,3,Medium/Medium,62.0,58.0,72.0,66.0,86.0,79.0,68,55,84,79,53,61,44,42,78,75,54,69,55,86,49,74,77,75,84,46,74,84,55,72,67,71,87,89,79
103,Defender,84,84,27500000.0,74000.0,32,190,84,Atlético de Madrid,Spain Primera Division,2022.0,Brazil,Right,3,2,3,Low/High,61.0,41.0,58.0,62.0,85.0,84.0,45,39,83,73,44,57,32,30,69,64,55,66,66,81,52,46,89,68,90,41,89,85,34,50,47,75,86,85,82
104,Midfielder,84,84,45000000.0,81000.0,27,185,73,Atlético de Madrid,Spain Primera Division,2024.0,Belgium,Right,4,4,3,High/High,88.0,81.0,78.0,85.0,45.0,67.0,81,81,53,79,70,88,81,79,73,85,89,88,87,80,73,85,71,80,61,82,65,43,80,77,81,79,44,47,35
105,Midfielder,84,84,42500000.0,52000.0,28,184,82,Eintracht Frankfurt,German 1. Bundesliga,2023.0,Serbia,Left,2,3,3,High/High,88.0,77.0,82.0,83.0,68.0,80.0,91,75,59,80,70,85,79,80,75,82,89,88,76,82,79,85,67,90,77,78,80,63,79,81,64,80,69,72,68
106,Forward,84,84,42500000.0,170000.0,28,181,65,Chelsea,English Premier League,2025.0,Morocco,Left,2,5,3,High/High,78.0,76.0,87.0,83.0,50.0,65.0,88,73,52,86,74,83,90,78,89,85,79,77,85,84,78,83,35,79,58,77,73,52,82,89,67,79,44,56,40
107,Defender,84,84,40500000.0,79000.0,27,170,71,Borussia Dortmund,German 1. Bundesliga,2023.0,Portugal,Left,2,4,3,High/Low,75.0,77.0,85.0,88.0,76.0,58.0,84,77,43,88,79,88,85,82,82,87,84,67,88,86,90,79,53,79,50,80,52,83,79,85,44,86,79,79,78
108,Defender,84,84,40500000.0,130000.0,27,175,70,Leicester City,English Premier League,2023.0,Portugal,Right,4,3,3,High/High,83.0,67.0,78.0,82.0,80.0,75.0,82,66,67,82,59,81,78,52,77,83,82,83,79,83,82,74,75,84,69,64,79,79,77,76,61,81,80,84,83
109,Forward,84,87,56500000.0,155000.0,25,180,76,Chelsea,English Premier League,2025.0,Germany,Right,4,3,3,High/Medium,91.0,81.0,70.0,82.0,35.0,70.0,69,81,76,79,84,82,70,58,55,84,93,89,82,87,76,85,75,83,65,77,63,37,88,68,78,79,39,20,19
110,Midfielder,84,84,37000000.0,130000.0,28,181,68,Inter,Italian Serie A,2022.0,Croatia,Right,4,3,3,Medium/Medium,69.0,74.0,80.0,79.0,79.0,78.0,72,69,70,85,65,76,79,74,84,84,70,68,79,76,84,80,70,94,67,84,85,81,70,80,69,82,77,81,80
111,Midfielder,84,87,57000000.0,125000.0,24,176,72,Leicester City,English Premier League,2023.0,Belgium,Right,5,4,2,Medium/Medium,63.0,79.0,86.0,80.0,71.0,72.0,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,70,73,69
112,Defender,84,88,52000000.0,74000.0,26,185,79,Atlético de Madrid,Spain Primera Division,2025.0,Uruguay,Right,3,2,2,Medium/High,69.0,45.0,57.0,59.0,86.0,80.0,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86
113,Midfielder,84,84,45000000.0,42000.0,27,173,75,Real Betis Balompié,Spain Primera Division,2023.0,France,Left,4,4,3,High/Medium,83.0,83.0,82.0,87.0,38.0,79.0,79,83,49,84,77,88,83,79,78,87,88,79,82,79,91,84,64,79,81,84,79,34,82,83,74,89,34,42,30
114,Midfielder,84,87,56000000.0,105000.0,25,183,80,FC Bayern München,German 1. Bundesliga,2025.0,Germany,Left,2,4,3,Medium/Low,90.0,81.0,79.0,85.0,38.0,68.0,83,81,72,81,85,87,83,82,64,84,91,89,84,79,79,87,64,68,70,78,63,34,84,82,71,80,36,32,35
115,Midfielder,84,89,63500000.0,120000.0,24,172,68,Inter,Italian Serie A,2024.0,Italy,Right,3,3,3,High/High,78.0,71.0,79.0,86.0,75.0,78.0,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85,74,75,79
116,Defender,84,84,37000000.0,45000.0,29,172,69,Sevilla FC,Spain Primera Division,2024.0,Argentina,Left,3,4,2,High/High,76.0,74.0,82.0,87.0,79.0,82.0,87,66,58,82,68,87,88,75,78,88,77,76,83,83,90,82,63,90,80,81,84,79,81,82,76,87,80,84,82
117,Forward,84,85,51000000.0,110000.0,25,185,84,RB Leipzig,German 1. Bundesliga,2026.0,Portugal,Right,3,4,3,Medium/Medium,74.0,84.0,69.0,83.0,45.0,77.0,60,87,86,79,84,84,76,33,63,85,77,71,77,86,75,83,88,79,76,78,75,59,87,74,90,84,36,40,21
118,Midfielder,84,86,49500000.0,51000.0,24,183,88,AC Milan,Italian Serie A,2022.0,Côte d'Ivoire,Right,4,3,3,High/High,78.0,74.0,74.0,80.0,82.0,87.0,66,67,68,83,60,78,58,48,75,84,76,79,72,81,79,84,72,94,86,78,84,84,74,76,89,84,85,84,78
119,Defender,84,90,62500000.0,51000.0,23,184,81,AC Milan,Italian Serie A,2024.0,France,Left,3,3,3,High/Medium,93.0,71.0,76.0,81.0,77.0,82.0,84,68,74,78,66,83,69,64,68,79,92,94,78,84,75,80,68,90,79,72,82,78,80,74,50,80,74,79,80
120,Midfielder,84,92,94500000.0,130000.0,22,188,82,Chelsea,English Premier League,2025.0,Germany,Left,4,4,3,Medium/Medium,82.0,78.0,79.0,84.0,45.0,66.0,72,81,78,84,80,86,84,53,78,85,77,86,78,83,75,74,75,77,69,77,42,38,82,81,73,84,39,46,38
121,Midfielder,84,92,94500000.0,125000.0,21,171,69,Manchester City,English Premier League,2024.0,England,Left,3,4,3,High/Medium,84.0,78.0,80.0,87.0,56.0,57.0,75,79,47,84,59,86,73,59,78,88,86,82,90,83,91,82,49,79,44,77,64,59,82,84,64,82,58,59,47
122,Midfielder,83,83,7000000.0,100000.0,36,179,67,Manchester City,English Premier League,2022.0,Brazil,Right,4,3,3,Medium/High,59.0,72.0,75.0,78.0,84.0,75.0,68,66,71,83,70,76,68,71,81,81,67,52,69,86,77,83,84,66,75,76,86,85,70,66,61,81,87,85,80
123,Forward,83,83,29000000.0,17000.0,32,177,77,Los Angeles FC,USA Major League Soccer,2022.0,Mexico,Left,2,4,3,High/Low,80.0,82.0,78.0,84.0,31.0,67.0,78,85,67,81,82,84,84,71,66,85,81,80,80,83,83,76,66,69,70,84,57,37,84,81,72,83,31,22,14
124,Midfielder,83,83,24000000.0,72000.0,32,186,81,Borussia Dortmund,German 1. Bundesliga,2022.0,Belgium,Right,4,4,3,Medium/Medium,61.0,72.0,81.0,79.0,82.0,79.0,69,71,84,90,77,78,71,68,83,81,60,61,71,85,70,75,78,76,82,71,75,83,73,79,76,90,82,80,80
125,Defender,83,83,23500000.0,54000.0,32,190,86,AC Milan,Italian Serie A,2022.0,Denmark,Right,3,2,3,Low/High,67.0,55.0,64.0,59.0,85.0,78.0,50,55,81,76,37,50,52,69,72,70,63,71,57,79,53,78,81,65,82,41,82,85,31,55,61,69,87,85,81
126,Forward,83,83,15500000.0,105000.0,35,193,80,Inter,Italian Serie A,2023.0,Bosnia and Herzegovina,Right,5,3,3,Medium/Medium,66.0,83.0,72.0,78.0,45.0,76.0,63,85,83,77,77,78,65,54,78,86,64,67,62,80,55,86,64,74,86,78,58,50,90,74,67,86,54,28,16
127,Defender,83,83,23500000.0,81000.0,32,190,94,Olympique Lyonnais,French Ligue 1,2023.0,Germany,Right,4,2,4,Medium/Medium,72.0,50.0,73.0,67.0,84.0,79.0,69,34,83,77,52,64,53,31,83,71,63,80,55,85,52,78,74,60,87,58,83,83,47,78,46,84,84,84,84
128,Defender,83,83,25000000.0,125000.0,31,178,77,Chelsea,English Premier League,2022.0,Spain,Right,3,2,3,Medium/Medium,66.0,55.0,76.0,72.0,84.0,76.0,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84
129,Midfielder,83,83,28500000.0,61000.0,32,183,80,Al Ahli,Saudi Abdul L. Jameel League,2024.0,Brazil,Right,4,4,3,High/High,72.0,81.0,77.0,81.0,80.0,85.0,67,83,85,82,75,82,66,75,76,83,73,71,72,82,85,83,92,91,82,80,81,80,83,82,71,81,80,79,75
130,Midfielder,83,83,36500000.0,44000.0,28,170,66,Athletic Club de Bilbao,Spain Primera Division,2024.0,Spain,Right,3,4,2,High/Medium,81.0,76.0,82.0,87.0,51.0,61.0,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38
131,Midfielder,83,83,34500000.0,38000.0,30,176,65,Real Betis Balompié,Spain Primera Division,2023.0,Spain,Left,3,4,2,High/Medium,83.0,80.0,85.0,82.0,67.0,71.0,81,79,50,84,67,82,85,84,87,83,85,82,83,83,79,78,38,80,71,84,68,77,85,89,80,80,64,71,58
132,Defender,83,83,31500000.0,95000.0,30,180,80,Juventus,Italian Serie A,2023.0,Brazil,Left,3,3,3,High/Medium,81.0,65.0,77.0,79.0,78.0,79.0,84,55,76,81,68,79,78,59,71,80,78,83,78,80,77,78,79,83,77,72,80,76,70,70,60,80,76,80,80
133,Defender,83,83,30000000.0,80000.0,30,189,83,Napoli,Italian Serie A,2024.0,Greece,Right,2,2,3,Low/Medium,81.0,25.0,44.0,62.0,85.0,81.0,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87
134,Forward,83,83,29500000.0,82000.0,32,177,75,Roma,Italian Serie A,2022.0,Armenia,Right,5,4,3,Medium/Medium,85.0,80.0,79.0,83.0,56.0,74.0,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82,51,53,55
135,Defender,83,83,19000000.0,95000.0,33,179,72,Juventus,Italian Serie A,2022.0,Colombia,Right,3,5,3,High/Medium,90.0,75.0,77.0,87.0,76.0,72.0,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83
136,Defender,83,83,30500000.0,130000.0,29,194,90,Liverpool,English Premier League,2024.0,Cameroon,Right,2,2,2,Medium/Medium,58.0,46.0,68.0,68.0,85.0,78.0,54,36,84,77,50,69,63,22,74,72,50,65,51,84,42,66,75,69,81,48,84,86,48,72,42,80,86,86,81
137,Defender,83,83,30000000.0,21000.0,30,196,92,Sporting CP,Portuguese Liga ZON SAGRES,2023.0,Uruguay,Right,3,2,3,Medium/Medium,68.0,49.0,55.0,63.0,84.0,87.0,17,55,82,74,48,65,39,19,72,70,65,70,37,77,31,50,57,80,94,30,84,82,49,60,72,79,85,86,85
138,Defender,83,83,17500000.0,75000.0,33,192,88,Lazio,Italian Serie A,2023.0,Italy,Left,3,3,3,Medium/High,63.0,50.0,62.0,64.0,86.0,83.0,25,37,82,75,39,65,62,56,79,72,64,62,32,85,35,75,70,87,85,60,77,86,20,65,72,85,87,87,85
139,Midfielder,83,83,30500000.0,100000.0,30,175,74,Everton,English Premier League,2023.0,Brazil,Right,3,4,2,Medium/High,72.0,71.0,77.0,82.0,80.0,79.0,72,73,56,83,56,81,68,49,80,82,77,68,78,84,86,73,64,92,70,69,89,78,77,77,53,85,82,87,82
140,Forward,83,83,37000000.0,83000.0,28,179,85,AS Monaco,French Ligue 1,2024.0,Germany,Left,4,3,2,High/High,73.0,85.0,79.0,80.0,42.0,86.0,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33
141,Forward,83,83,37000000.0,84000.0,28,190,84,Juventus,Italian Serie A,2022.0,Spain,Right,4,3,3,Medium/Medium,82.0,80.0,72.0,81.0,31.0,77.0,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20
142,Forward,83,83,37000000.0,120000.0,28,181,75,Paris Saint-Germain,French Ligue 1,2024.0,Argentina,Right,4,3,3,Medium/Medium,69.0,83.0,65.0,77.0,36.0,69.0,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20
143,Defender,83,83,33000000.0,72000.0,28,186,75,Roma,Italian Serie A,2024.0,Italy,Right,4,4,3,High/Medium,92.0,64.0,73.0,80.0,78.0,71.0,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69,82,77,75
144,Defender,83,86,41000000.0,140000.0,27,188,76,Manchester City,English Premier League,2026.0,England,Right,4,3,2,High/Medium,70.0,51.0,71.0,74.0,84.0,78.0,62,52,84,83,44,72,52,37,75,83,67,73,61,82,59,55,83,77,78,44,80,83,52,67,52,80,84,85,82
145,Forward,83,83,35500000.0,120000.0,30,188,81,Wolverhampton Wanderers,English Premier League,2024.0,Mexico,Right,4,3,3,High/High,72.0,82.0,76.0,81.0,47.0,82.0,73,84,85,81,82,84,75,51,75,82,63,80,75,82,65,84,74,82,84,74,81,53,84,78,92,81,45,38,30
146,Defender,83,84,34500000.0,130000.0,28,190,85,Chelsea,English Premier League,2022.0,Germany,Right,3,2,2,Medium/High,75.0,43.0,68.0,64.0,84.0,84.0,68,32,81,76,34,60,35,56,73,69,64,84,56,82,50,72,84,69,88,44,92,81,39,59,40,72,85,86,82
147,Forward,83,83,39500000.0,46000.0,26,188,84,Sevilla FC,Spain Primera Division,2024.0,Argentina,Right,3,4,2,High/High,81.0,84.0,78.0,83.0,63.0,84.0,79,86,77,80,81,85,80,65,72,84,80,82,79,85,61,84,80,91,81,80,82,72,84,79,79,82,58,61,55
148,Midfielder,83,84,41500000.0,135000.0,27,176,80,Chelsea,English Premier League,2024.0,Croatia,Right,4,4,3,High/High,70.0,69.0,83.0,88.0,69.0,70.0,73,61,42,90,76,89,79,70,82,89,77,65,87,81,84,79,75,79,63,75,77,74,72,84,59,81,70,73,66
149,Midfielder,83,83,36500000.0,115000.0,28,185,77,Arsenal,English Premier League,2024.0,Ghana,Right,3,3,2,Medium/High,69.0,71.0,82.0,81.0,80.0,84.0,74,66,68,87,56,84,69,70,85,83,63,74,75,82,50,86,83,83,84,78,84,81,70,85,49,86,80,84,80
150,Defender,83,86,43500000.0,48000.0,26,172,66,Valencia CF,Spain Primera Division,2023.0,Spain,Left,3,4,3,High/Medium,83.0,61.0,77.0,80.0,79.0,73.0,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84
151,Midfielder,83,86,48000000.0,71000.0,25,171,66,Atlético de Madrid,Spain Primera Division,2023.0,France,Left,3,4,3,High/Medium,82.0,76.0,82.0,86.0,59.0,63.0,83,75,54,83,76,88,85,81,76,86,84,80,88,81,82,79,69,76,55,77,63,66,80,83,68,79,55,59,63
152,Midfielder,83,86,43500000.0,105000.0,25,185,84,Tottenham Hotspur,English Premier League,2025.0,Denmark,Right,4,3,2,Medium/High,60.0,71.0,76.0,76.0,81.0,82.0,66,65,65,83,60,76,70,74,80,80,58,61,65,82,64,84,65,88,78,79,87,82,65,73,51,82,84,84,72
153,Forward,83,86,48000000.0,80000.0,26,171,70,Atlético de Madrid,Spain Primera Division,2024.0,Argentina,Right,4,4,2,High/Medium,85.0,83.0,78.0,87.0,49.0,74.0,75,85,69,82,80,88,82,65,66,87,86,85,90,84,87,83,49,82,71,86,79,48,84,84,55,76,42,53,44
154,Forward,83,83,35500000.0,77000.0,30,189,88,Atalanta,Italian Serie A,2023.0,Colombia,Right,4,3,2,High/Medium,80.0,81.0,61.0,78.0,35.0,84.0,44,88,83,74,79,79,55,62,47,82,78,81,67,82,58,86,80,75,93,64,72,20,86,66,70,82,44,24,22
155,Forward,83,83,35500000.0,59000.0,30,177,73,TSG Hoffenheim,German 1. Bundesliga,2022.0,Croatia,Right,4,4,3,Medium/Medium,71.0,86.0,76.0,86.0,30.0,71.0,76,87,69,81,85,87,79,78,63,86,76,67,84,84,86,84,72,76,68,85,73,21,86,74,91,83,35,20,26
156,Defender,83,86,46000000.0,77000.0,24,175,69,RB Leipzig,German 1. Bundesliga,2025.0,Spain,Left,3,4,2,High/High,78.0,71.0,82.0,84.0,76.0,70.0,88,70,65,81,63,84,83,76,81,84,85,73,83,82,85,80,73,85,60,69,77,80,79,79,55,81,77,74,80
157,Defender,83,86,44500000.0,85000.0,25,184,79,FC Bayern München,German 1. Bundesliga,2024.0,France,Left,3,2,3,Low/High,77.0,54.0,68.0,71.0,84.0,79.0,78,53,82,74,46,65,59,39,63,76,77,77,70,85,68,62,86,76,77,51,88,83,62,63,42,76,85,85,86
158,Forward,83,86,48000000.0,190000.0,25,182,76,Real Madrid CF,Spain Primera Division,2023.0,Spain,Left,3,4,3,High/Medium,82.0,80.0,81.0,83.0,43.0,62.0,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39
159,Forward,83,83,37000000.0,95000.0,28,197,84,VfL Wolfsburg,German 1. Bundesliga,2023.0,Netherlands,Right,3,2,2,High/High,63.0,83.0,59.0,70.0,52.0,86.0,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30
160,Defender,83,83,36000000.0,65000.0,26,183,76,Atalanta,Italian Serie A,2023.0,Germany,Left,3,3,3,High/Medium,82.0,75.0,74.0,79.0,77.0,81.0,82,79,82,80,71,80,69,58,77,82,79,84,71,86,66,76,88,89,76,68,80,77,86,60,50,77,75,78,79
161,Midfielder,83,87,50000000.0,47000.0,25,189,83,Real Sociedad,Spain Primera Division,2025.0,Spain,Left,3,3,1,High/High,74.0,78.0,81.0,82.0,82.0,81.0,77,79,81,84,58,83,80,69,82,84,73,75,76,84,72,84,81,84,79,78,81,84,78,83,58,80,80,84,76
162,Defender,83,87,45500000.0,90000.0,25,189,80,Paris Saint-Germain,French Ligue 1,2024.0,France,Left,3,2,3,Medium/High,81.0,42.0,68.0,70.0,83.0,86.0,59,31,80,80,33,63,50,32,75,78,80,81,69,80,60,70,79,81,87,37,90,84,47,64,57,80,81,86,84
163,Defender,83,86,43500000.0,170000.0,26,180,73,Real Madrid CF,Spain Primera Division,2025.0,France,Left,5,4,1,High/High,92.0,64.0,76.0,79.0,78.0,84.0,78,63,72,80,50,80,72,35,78,78,91,92,81,82,78,69,79,89,83,64,82,79,80,75,49,78,77,81,80
164,Defender,83,87,48500000.0,115000.0,23,183,72,Manchester United,English Premier League,2024.0,England,Right,2,4,2,Medium/High,85.0,52.0,69.0,79.0,81.0,75.0,73,46,51,76,43,80,74,45,58,76,82,88,84,83,72,70,67,81,72,46,78,84,70,66,44,76,78,87,92
165,Midfielder,83,83,35500000.0,49000.0,29,177,75,Grêmio,Campeonato Brasileiro Série A,2024.0,Brazil,Right,4,4,1,Medium/Low,88.0,77.0,83.0,84.0,35.0,72.0,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33
166,Midfielder,83,85,47000000.0,90000.0,24,171,73,Juventus,Italian Serie A,2024.0,Brazil,Right,3,4,2,Medium/Medium,69.0,67.0,83.0,88.0,72.0,70.0,79,59,51,88,69,87,83,60,85,90,71,67,85,84,90,76,69,79,66,74,70,76,74,80,69,88,74,73,71
167,Forward,83,87,52500000.0,150000.0,24,175,73,Manchester City,English Premier League,2023.0,Brazil,Right,3,4,2,High/Medium,84.0,81.0,72.0,86.0,39.0,73.0,66,84,77,77,77,86,76,54,66,86,87,82,91,86,87,82,79,79,69,76,73,32,87,77,75,79,45,30,28
168,Forward,83,88,55000000.0,165000.0,24,178,67,FC Barcelona,Spain Primera Division,2022.0,France,Left,5,5,3,High/Medium,93.0,77.0,77.0,86.0,36.0,56.0,81,75,43,78,76,89,82,64,76,84,94,93,89,78,80,83,58,68,51,76,54,36,77,76,75,80,42,30,33
169,Midfielder,83,89,58500000.0,120000.0,22,178,70,Chelsea,English Premier League,2024.0,England,Right,4,3,3,High/High,74.0,79.0,84.0,83.0,55.0,65.0,82,79,59,86,75,82,81,83,83,85,77,71,80,84,76,81,54,86,54,82,68,59,81,83,60,84,54,57,41
170,Forward,83,91,80500000.0,74000.0,23,175,70,Juventus,Italian Serie A,2022.0,Italy,Right,4,4,3,High/Medium,91.0,81.0,74.0,85.0,48.0,73.0,73,79,50,78,80,89,78,52,72,82,91,91,87,83,81,86,53,85,71,84,69,30,81,75,62,78,65,44,44
171,Midfielder,83,89,58000000.0,160000.0,22,182,78,Real Madrid CF,Spain Primera Division,2027.0,Uruguay,Right,4,3,1,High/High,86.0,74.0,78.0,79.0,77.0,80.0,66,69,59,85,70,79,70,66,84,82,82,90,76,84,68,80,62,86,79,81,81,81,76,80,59,82,79,80,76
172,Defender,83,89,53000000.0,33000.0,22,181,75,Sevilla FC,Spain Primera Division,2024.0,France,Right,3,2,2,High/High,81.0,45.0,64.0,72.0,84.0,78.0,45,47,79,80,32,69,42,26,75,74,81,81,71,85,74,48,88,76,79,40,75,86,47,62,43,82,85,85,83
173,Forward,83,91,82000000.0,61000.0,21,181,72,Atlético de Madrid,Spain Primera Division,2026.0,Portugal,Right,4,5,2,Medium/Medium,82.0,79.0,76.0,86.0,40.0,68.0,73,79,69,80,81,86,82,64,67,87,81,83,86,83,79,80,73,75,64,80,68,38,84,82,68,84,30,42,35
174,Defender,82,82,5500000.0,14000.0,38,188,80,FC Porto,Portuguese Liga ZON SAGRES,2023.0,Portugal,Right,3,2,4,Medium/High,80.0,51.0,60.0,61.0,82.0,87.0,46,46,81,73,23,58,44,47,75,60,79,81,62,81,48,63,89,82,86,56,94,78,40,48,57,80,86,82,81
175,Defender,82,82,8000000.0,30000.0,35,190,82,Villarreal CF,Spain Primera Division,2022.0,Spain,Right,3,2,3,Low/High,40.0,41.0,62.0,63.0,86.0,73.0,38,27,77,74,31,59,53,45,72,71,48,34,49,82,53,65,76,51,80,53,81,86,30,64,37,75,89,87,85
176,Midfielder,82,82,18500000.0,39000.0,33,184,78,Sevilla FC,Spain Primera Division,2024.0,Croatia,Right,4,3,3,Medium/Medium,57.0,79.0,85.0,78.0,75.0,69.0,84,77,59,85,81,79,88,82,86,82,59,56,69,80,59,84,33,74,71,76,67,79,79,84,82,80,76,77,72
177,Midfielder,82,82,25000000.0,170000.0,31,185,82,Real Madrid CF,Spain Primera Division,2022.0,Wales,Left,3,4,4,Medium/Medium,82.0,84.0,82.0,80.0,55.0,70.0,86,82,84,80,85,80,91,87,79,83,80,83,78,78,64,90,84,61,76,87,64,53,82,79,76,85,50,53,50
178,Midfielder,82,82,15000000.0,46000.0,33,174,75,Al Shabab,Saudi Abdul L. Jameel League,2023.0,Argentina,Right,4,4,3,High/Medium,62.0,75.0,84.0,82.0,76.0,71.0,80,71,55,84,65,83,83,81,87,84,63,61,76,82,80,77,49,74,67,81,83,79,75,85,79,80,79,77,74
